,library,function,line,file
5897,tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,51,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5898,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5899,tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5900,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5901,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,72,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5902,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,75,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5903,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,76,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5904,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5905,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5906,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,104,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5907,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,105,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5908,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,131,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5909,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,134,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5910,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,135,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5911,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5912,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,148,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5913,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,163,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5914,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5915,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,log_loss,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py
5916,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,102,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py
5917,tensorflow_privacy.privacy.membership_inference_attack.utils_tensorboard.write_results_to_tensorboard,write_results_to_tensorboard,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py
5918,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,177,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py
5919,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,182,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py
5921,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.MembershipInferenceTrainingHook,MembershipInferenceTrainingHook,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py
5922,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,105,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py
5923,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.run_attack_on_tf_estimator_model,run_attack_on_tf_estimator_model,134,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py
5924,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,137,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py
5925,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_example.py
5927,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.calculate_losses,tf_estimator_evaluation.calculate_losses,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py
5928,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.calculate_losses,tf_estimator_evaluation.calculate_losses,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py
5929,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.run_attack_helper,tf_estimator_evaluation.run_attack_helper,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py
5930,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,77,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py
5931,tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation.run_attack_on_tf_estimator_model,tf_estimator_evaluation.run_attack_on_tf_estimator_model,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py
5932,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py
5933,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_tensorboard.py
5934,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,utils.log_loss,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py
5935,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,utils.log_loss,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py
5936,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,utils.log_loss,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py
5937,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss_from_logits,utils.log_loss_from_logits,67,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py
5942,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,218,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py
5943,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,222,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py
5944,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py
5945,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py
5946,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py
5947,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,75,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py
